T1,T2,T3,T4
-1.5172552577496812,-0.9100314996758094,0.5312301575796045,0.2220629624054926
-1.5172552577496812,-0.9100314996758094,0.5312301575796045,0.2220629624054926
-1.555120973751172,-0.9592787327298955,0.5243941955840428,0.2220629624054926
-1.2649690026771951,-0.8369697117805646,0.48874744097199296,0.10973462344763953
-0.9815956872108019,-0.9603692071760944,0.41161549210361315,-0.02275079474038252
-0.9970298842527947,-1.2027359469922865,0.1699803719514751,0.06204102145147512
-1.04294980933641,-1.1046108351320147,-0.002590994820608263,0.19452643963949512
-1.0734537595705265,-0.8116601516502666,0.1338641950564673,0.12033001124811069
-0.9122420225805468,-0.8313942214669409,0.2935264490472308,-0.012155406939909314
-0.6284131523018166,-0.9667361708780862,0.6169290631119512,-0.20109213248762883
-0.5057960190130635,-0.8231980748229393,0.847679454078022,-0.4232794246287008
-0.5057960190130635,-0.8377435968714152,0.5941327434958497,-0.5782190250930613
-0.3933468691356859,-1.1384858961542197,0.6110026067896177,-0.7298565399285469
-0.1522672624467031,-1.2017685906287243,1.7659867951127377,-0.750042332946792
0.09329500359568153,-0.8778449152154576,3.0510009558149624,-0.6597661832321982
0.3157879739412979,-0.6146888077314322,3.88073417983422,-0.5192121905944954
0.5838728699056458,-0.5602882035041851,3.9215739184514833,-0.23569224712060774
0.8957639166243655,-0.7564680740346489,3.3216522408323828,-0.016749613032254564
1.1205893276091494,-0.8934985000076497,2.539389345177152,0.08219810068164207
1.1494350583263568,-0.8038861241467277,1.863567952182433,0.2697852781897351
1.0473361137852855,-0.7673728184966252,1.6203191929326308,0.7643802778188318
1.0407396801026403,-0.6875219477589258,1.2418474772985144,0.9488950800026685
1.136187524383584,-0.3932345536657077,0.6846432274285033,0.3228483585563273
1.181305672997487,-0.16272232637753653,0.17408781692734804,-0.15489164747147535
1.1333448623545996,-0.24959092782544393,-0.2576046500370221,-0.34460364529727944
1.0393365712806408,-0.2407791907682659,-0.49340133054488194,-0.4787831769818511
0.9357069625701141,-0.042734960700755005,-0.26637697894978124,-0.4165316844305663
